paper_idx,para_idx,GPT_output
12,3,"{""system"": ""N/A"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
12,4,"{""system"": ""N/A"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
13,0,"{""system"": ""MoxW1−xTe2; Weyl semimetal"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
13,1,"{""system"": ""MoxW1−xTe2; Weyl semimetal (layered compound)"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
13,2,"{""system"":""MoxW1-xTe2; layered transition metal dichalcogenide (Weyl semimetal)"",""model"":""N/A"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
13,4,"{
  ""system"": ""MoxW1−xTe2; Weyl semimetal (layered material)"",
  ""model"": ""N/A"",
  ""pure el-ph coupling"": 0,
  ""bipolaron el-ph coupling"": 0,
  ""AFM fluctuation"": 0,
  ""FM fluctuation"": 0,
  ""charge density wave"": 0,
  ""nematic fluctuation"": 0,
  ""plasmon fluctuation"": 0,
  ""pure el correlation"": 0,
  ""spin liquid el correlation"": 0
}"
13,3,"{""system"":""MoxW1−xTe2; layered transition-metal dichalcogenide (Weyl semimetal proposal)"",""model"":""N/A"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
14,1,"{""system"":""SrRuO3, CaRuO3, Sr2RuO4, RuO2, Ru metal; ruthenates (3D and 2D perovskites), focus on Sr2RuO4 superconductivity"",""model"":""Ru NMR (101Ru), combined with previous 17O NMR; modified Korringa analysis and Stoner-factor (itinerant spin-fluctuation) analysis"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":2.0,""FM fluctuation"":5.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
14,0,"{""system"": ""Sr2RuO4; SrRuO3; CaRuO3; RuO2; Ru metal"", ""model"": ""Ru NMR (nuclear magnetic resonance) experiments"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 2.0, ""FM fluctuation"": 5.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
14,3,"{""system"":""Sr2RuO4; SrRuO3; CaRuO3; RuO2; Ru metal (ruthenates)"",""model"":""Ru NMR measurements (Knight shift and 1/T1); experimental NMR spectroscopy"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":2.0,""FM fluctuation"":5.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
15,0,"{""system"":""2D nanomaterials (graphene, graphene derivatives, TMDCs, MXenes, MOFs, COFs, h-BN, etc.)"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
14,2,"{""system"": ""Sr2RuO4 and related ruthenates (SrRuO3, CaRuO3, RuO2, Ru metal)"", ""model"": ""Ru NMR experiments (Knight shift, 101(1/T1), modified-Korringa analysis)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 2.0, ""FM fluctuation"": 5.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
15,1,"{
  ""system"": ""2D nanomaterials; graphene, graphene derivatives, TMDs, MXenes, MOFs, COFs, h-BN, etc."",
  ""model"": ""N/A"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
15,2,"{""system"":""2D nanomaterials (graphene, graphene derivatives, TMDs, MXenes, MOFs, COFs, h-BN, etc.)"",""model"":""N/A"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
14,4,"{""system"": ""Ruthenates: SrRuO3 (ferromagnet), CaRuO3 (nearly ferromagnetic metal), Sr2RuO4 (superconductor), RuO2, Ru metal"", ""model"": ""Ru NMR (combined with prior 17O NMR); experimental"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 2, ""FM fluctuation"": 5, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 1, ""spin liquid el correlation"": 0}"
15,3,"{""system"":""2D nanomaterials; graphene, graphene nanosheets, graphene nanoplatelets, MOFs, TMDs, MXenes, COFs, h-BN, etc."",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
15,4,"{""system"":""2D nanomaterials (graphene, graphene derivatives, graphene nanosheets/nanoplatelets, TMDs, MXenes, MOFs, COFs, h-BN, etc.)"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
16,1,"{""system"":""Complex oxides (manganites, cuprates); correlated oxides"",""model"":""Nonlinear phononics / ionic Raman scattering; ultrafast optical spectroscopy and ultrafast X-ray diffraction (XFEL)"",""pure el-ph coupling"":5.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":1.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":1.0,""spin liquid el correlation"":0.0}"
16,0,"{""system"":""Complex oxides (manganites, high-Tc cuprates); strongly correlated oxides"",""model"":""Nonlinear phononics / ionic Raman scattering framework; ultrafast mid-infrared excitation, femtosecond optical spectroscopy and ultrafast X-ray diffraction"",""pure el-ph coupling"":5.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":1.0,""FM fluctuation"":1.0,""charge density wave"":5.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":2.0,""spin liquid el correlation"":0.0}"
16,3,"{""system"":""Complex oxides (manganites, high-Tc cuprates); correlated oxides"",""model"":""Nonlinear phononics / ionic Raman scattering; femtosecond mid-IR excitation, ultrafast optical spectroscopy and ultrafast X-ray diffraction"",""pure el-ph coupling"":4.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":1.0,""FM fluctuation"":1.0,""charge density wave"":3.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":2.0,""spin liquid el correlation"":0.0}"
16,2,"{""system"": ""Molecular and condensed-phase systems; complex oxides (manganites, cuprates)"",""model"": ""Nonlinear phononics / ionic Raman scattering; ultrafast optical spectroscopy and ultrafast X-ray diffraction (XFEL) experiments"",""pure el-ph coupling"": 5.0,""bipolaron el-ph coupling"": 0.0,""AFM fluctuation"": 0.0,""FM fluctuation"": 0.0,""charge density wave"": 1.0,""nematic fluctuation"": 1.0,""plasmon fluctuation"": 0.0,""pure el correlation"": 2.0,""spin liquid el correlation"": 0.0}"
17,1,"{""system"":""HgBa2Ca2Cu3O8+δ; Hg-based cuprate thin films"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
17,0,"{""system"": ""HgBa2Ca2Cu3O8+δ; mercury-based cuprate"", ""model"": ""N/A"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
17,2,"{
  ""system"": ""HgBa2Ca2Cu3O8+δ; mercury-based cuprate thin films"",
  ""model"": ""N/A"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
17,4,"{""system"": ""HgBa2Ca2Cu3O8+δ; mercury-based cuprate thin films"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
17,3,"{""system"":""HgBa2Ca2Cu3O8+δ; Hg-based cuprate thin films"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
18,1,"{""system"": ""High-Tc superconducting flux pump; HTS magnet device"", ""model"": ""Experimental device study (transformer–rectifier flux pump using Jc(B) switching; E–J relation analysis)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
18,0,"{""system"":""HTS flux pump; high-temperature superconductor coils"",""model"":""Jc(B) switching; E–J relation analysis; transformer–rectifier experimental device"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
16,4,"{""system"":""Complex oxides (manganites, cuprates, correlated oxides)"",""model"":""Nonlinear phononics theory; ultrafast optical spectroscopy and ultrafast X-ray diffraction (experimental review)"",""pure el-ph coupling"":4.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":1.0,""FM fluctuation"":1.0,""charge density wave"":3.0,""nematic fluctuation"":2.0,""plasmon fluctuation"":0.0,""pure el correlation"":2.0,""spin liquid el correlation"":0.0}"
18,2,"{
  ""system"": ""HTS flux pump; high-temperature superconductor (77 K)"",
  ""model"": ""E–J relation / Jc(B) switching model; transformer–rectifier experimental implementation; efficiency derivation"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
18,4,"{""system"": ""HTS flux pump; high-temperature superconductor device (transformer–rectifier-type)"", ""model"": ""experimental device implementation and measurement"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
18,3,"{""system"":""HTS flux pump; high-temperature superconductor (coated conductor/tape)"",""model"":""N/A"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
19,0,"{""system"": ""PEG-coated Fe3O4 nanoparticles; magnetic nanoparticles"", ""model"": ""Experimental characterization (XRD, HRTEM, VSM, SQUID magnetometry)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
19,1,"{""system"":""PEG-coated Fe3O4 (magnetic) nanoparticles (12–16 nm)"",""model"":""XRD, HRTEM, ac susceptibility (VSM), dc magnetization (SQUID) — experimental study"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
19,2,"{
  ""system"": ""Fe3O4 (magnetite) nanoparticles; PEG-coated, 12–16 nm"",
  ""model"": ""Experimental magnetic characterization (XRD, HRTEM, VSM, SQUID); spin-glass-like surface spin / finite-size / inter-particle interaction analysis"",
  ""pure el-ph coupling"": 0,
  ""bipolaron el-ph coupling"": 0,
  ""AFM fluctuation"": 0,
  ""FM fluctuation"": 0,
  ""charge density wave"": 0,
  ""nematic fluctuation"": 0,
  ""plasmon fluctuation"": 0,
  ""pure el correlation"": 0,
  ""spin liquid el correlation"": 0
}"
19,3,"{""system"": ""Fe3O4 (magnetite) nanoparticles; PEG-coated magnetic nanoparticles"", ""model"": ""Experimental characterization (co-precipitation synthesis; XRD, HRTEM, VSM, SQUID)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
19,4,"{""system"": ""PEG-coated Fe3O4 (magnetite) nanoparticles (12–16 nm)"", ""model"": ""Experimental characterization: XRD, HRTEM, VSM, SQUID magnetometry"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
20,2,"{""system"": ""Bi2O2S and Bi4O4S3; Bi–S–O (bismuth sulfide-derived compounds)"", ""model"": ""N/A"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
20,1,"{""system"": ""Bi2O2S (photoelectric) and Bi4O4S3 (superconducting); bismuth sulfide-based layered compounds"", ""model"": ""Hydrothermal synthesis; powder XRD, SEM, TEM, EDX; transport and magnetic susceptibility measurements; theoretical calculations and packing-factor model (unspecified)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
20,0,"{
  ""system"": ""Bi2O2S (photoelectric) and Bi4O4S3 (superconductor); Bi–S–O compounds"",
  ""model"": ""packing-factor model; theoretical calculations (unspecified)"",
  ""pure el-ph coupling"": 0.0,
  ""bipolaron el-ph coupling"": 0.0,
  ""AFM fluctuation"": 0.0,
  ""FM fluctuation"": 0.0,
  ""charge density wave"": 0.0,
  ""nematic fluctuation"": 0.0,
  ""plasmon fluctuation"": 0.0,
  ""pure el correlation"": 0.0,
  ""spin liquid el correlation"": 0.0
}"
20,3,"{""system"": ""Bi2O2S and Bi4O4S3; bismuth-sulfide-based compounds"", ""model"": ""packing factor model; theoretical calculations (unspecified)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
21,1,"{""system"":""Superconducting quantum circuit; two-level system (qubit/TLS)"",""model"":""Two-level system (TLS); continuous weak measurement; Rabi oscillations"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
21,0,"{""system"": ""superconducting quantum circuit; superconducting qubit (two-level system)"", ""model"": ""continuous weak measurement; driven Rabi oscillations; quantum measurement theory"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
20,4,"{
  ""system"": ""Bi4O4S3 (superconductor) and Bi2O2S (semiconductor); Bi–S–O bismuth sulfide/oxide compounds"",
  ""model"": ""First-principles calculations (likely DFT) and packing-factor model; experimental characterization (XRD, SEM, TEM, EDX, transport, magnetization)"",
  ""pure el-ph coupling"": 0,
  ""bipolaron el-ph coupling"": 0,
  ""AFM fluctuation"": 0,
  ""FM fluctuation"": 0,
  ""charge density wave"": 0,
  ""nematic fluctuation"": 0,
  ""plasmon fluctuation"": 0,
  ""pure el correlation"": 0,
  ""spin liquid el correlation"": 0
}"
21,2,"{""system"": ""superconducting qubit; superconducting quantum circuit (TLS)"", ""model"": ""continuous weak measurement / circuit QED experiment"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
21,3,"{""system"":""superconducting quantum circuit (TLS); superconducting qubit"",""model"":""continuous weak measurement experiment"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
21,4,"{""system"":""Superconducting quantum circuit; superconducting qubit (two-level system)"",""model"":""Continuous weak measurement experiment (Rabi-driven TLS)"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
22,0,"{""system"":""kappa-(BEDT-TTF)2Cu[N(CN)2]Br; quasi-2D organic superconductor (kappa-BEDT-TTF)"",""model"":""13C NMR experiment"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":5,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":4,""spin liquid el correlation"":0}"
22,2,"{""system"": ""kappa-(BEDT-TTF)2Cu[N(CN)2]Br; quasi-2D organic Mott system"", ""model"": ""single-crystal 13C NMR experiment"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 5, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 5, ""spin liquid el correlation"": 0}"
22,1,"{""system"":""deuterated kappa-(BEDT-TTF)2Cu[N(CN)2]Br; quasi-2D organic (BEDT-TTF) salt"",""model"":""single-crystal 13C NMR (experimental)"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":5,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":5,""spin liquid el correlation"":0}"
22,3,"{""system"": ""kappa-(BEDT-TTF)2Cu[N(CN)2]Br; quasi-2D organic superconductor near Mott transition"", ""model"": ""13C NMR experiment (single-crystal); experimental study"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 4.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 5.0, ""spin liquid el correlation"": 0.0}"
22,4,"{""system"":""Deuterated κ-(BEDT-TTF)2Cu[N(CN)2]Br; organic κ-ET superconductor near Mott transition"",""model"":""13C NMR (single-crystal) experiment"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":4.0,""FM fluctuation"":0.0,""charge density wave"":0.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":5.0,""spin liquid el correlation"":0.0}"
23,1,"{""system"":""LaO1−xFxBiS2; BiS2-based superconductor"",""model"":""neutron diffraction; pair density function analysis"",""pure el-ph coupling"":0.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":5.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
23,0,"{
  ""system"": ""LaO1−xFxBiS2; BiS2-based superconductor"",
  ""model"": ""neutron diffraction; pair distribution function analysis (PDF); mentions theoretical spin–orbit coupling"",
  ""pure el-ph coupling"": 0,
  ""bipolaron el-ph coupling"": 0,
  ""AFM fluctuation"": 0,
  ""FM fluctuation"": 0,
  ""charge density wave"": 5,
  ""nematic fluctuation"": 0,
  ""plasmon fluctuation"": 0,
  ""pure el correlation"": 0,
  ""spin liquid el correlation"": 0
}"
23,3,"{""system"":""LaO1−xFxBiS2; BiS2-based superconductor"",""model"":""neutron diffraction; pair density function (PDF) analysis"",""pure el-ph coupling"":1.0,""bipolaron el-ph coupling"":0.0,""AFM fluctuation"":0.0,""FM fluctuation"":0.0,""charge density wave"":5.0,""nematic fluctuation"":0.0,""plasmon fluctuation"":0.0,""pure el correlation"":0.0,""spin liquid el correlation"":0.0}"
23,2,"{""system"": ""LaO1−xFxBiS2; BiS2-based superconductor"", ""model"": ""neutron diffraction; pair distribution function (PDF) analysis"", ""pure el-ph coupling"": 1.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 5.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
24,0,"{
  ""system"": ""Ultrathin Fe(110) films on Ag(111) substrate; epitaxial 4-layer Fe film"",
  ""model"": ""Conversion-electron Mössbauer spectroscopy; SQUID magnetometry; comparison with band-structure calculations and spin-wave theory"",
  ""pure el-ph coupling"": 0,
  ""bipolaron el-ph coupling"": 0,
  ""AFM fluctuation"": 0,
  ""FM fluctuation"": 0,
  ""charge density wave"": 0,
  ""nematic fluctuation"": 0,
  ""plasmon fluctuation"": 0,
  ""pure el correlation"": 0,
  ""spin liquid el correlation"": 0
}"
23,4,"{""system"": ""LaO1−xFxBiS2; BiS2-based superconductor"", ""model"": ""Neutron diffraction; pair distribution function (PDF) analysis"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 5.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
24,3,"{""system"":""Ultrathin Fe(110) films on Ag(111); ferromagnetic thin film"",""model"":""Experimental: conversion-electron Mössbauer spectroscopy and SQUID magnetometry"",""pure el-ph coupling"":0,""bipolaron el-ph coupling"":0,""AFM fluctuation"":0,""FM fluctuation"":0,""charge density wave"":0,""nematic fluctuation"":0,""plasmon fluctuation"":0,""pure el correlation"":0,""spin liquid el correlation"":0}"
24,1,"{""system"": ""Ultrathin Fe(110) films on Ag(111); ferromagnetic thin film"", ""model"": ""Conversion-electron Mössbauer spectroscopy and SQUID magnetometry (experimental)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
24,4,"{""system"": ""Ultrathin Fe(110) films on Ag(111); ferromagnetic thin films"", ""model"": ""Conversion-electron Mössbauer spectroscopy; SQUID magnetometry (experimental)"", ""pure el-ph coupling"": 0, ""bipolaron el-ph coupling"": 0, ""AFM fluctuation"": 0, ""FM fluctuation"": 0, ""charge density wave"": 0, ""nematic fluctuation"": 0, ""plasmon fluctuation"": 0, ""pure el correlation"": 0, ""spin liquid el correlation"": 0}"
24,2,"{""system"": ""Ultrathin Fe(110) films on Ag(111) substrate; ferromagnetic thin films"", ""model"": ""Conversion-electron Mössbauer spectroscopy; SQUID magnetometry (experimental study)"", ""pure el-ph coupling"": 0.0, ""bipolaron el-ph coupling"": 0.0, ""AFM fluctuation"": 0.0, ""FM fluctuation"": 0.0, ""charge density wave"": 0.0, ""nematic fluctuation"": 0.0, ""plasmon fluctuation"": 0.0, ""pure el correlation"": 0.0, ""spin liquid el correlation"": 0.0}"
